City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
318,Qiongshan,CN,20.0058,110.3542,64.38,77,75,8.95,broken clouds
319,Chalmette,US,29.9427,-89.9634,55.38,59,0,1.99,clear sky
320,Chengam,IN,12.3,78.8,70.14,89,19,1.3,few clouds
321,Rabo De Peixe,PT,37.8,-25.5833,61.29,98,40,17.27,scattered clouds
322,Dakar,SN,14.6937,-17.4441,74.28,78,0,4.61,clear sky
323,Cabo San Lucas,MX,22.8909,-109.9124,76.51,64,94,5.01,overcast clouds
324,Shuangyang,CN,43.5242,125.6736,-2.24,74,99,7.34,overcast clouds
325,Smidovich,RU,48.6,133.8167,-8.07,89,98,4.41,overcast clouds
326,Merauke,ID,-8.4667,140.3333,85.62,69,14,8.55,few clouds
327,Asau,RO,46.4333,26.4,23.76,85,36,5.7,scattered clouds
328,Muisne,EC,0.6,-80.0333,75.99,85,89,1.61,overcast clouds
329,Katangli,RU,51.7102,143.2326,5.4,93,100,2.51,overcast clouds
330,Niksic,ME,42.7731,18.9445,40.87,73,11,9.51,few clouds
331,Luganville,VU,-15.5333,167.1667,87.24,56,25,2.75,scattered clouds
332,Port Macquarie,AU,-31.4333,152.9167,80.89,59,51,10.33,broken clouds
333,Burnie,AU,-41.0667,145.9167,67.91,72,8,8.57,clear sky
334,Alta Gracia,AR,-31.6529,-64.4283,83.55,24,18,5.12,few clouds
335,Fort-Shevchenko,KZ,44.5086,50.263,37.2,94,8,8.63,clear sky
336,Udachnyy,RU,66.4167,112.4,-17.55,75,100,2.46,overcast clouds
337,Giaginskaya,RU,44.8621,40.0719,43.38,94,100,6.98,light rain
338,Sergach,RU,55.5308,45.4661,9.09,96,95,10.09,overcast clouds
339,Albina,SR,5.5,-54.05,71.87,96,54,1.19,broken clouds
340,Salto De Agua,MX,17.6167,-92.3667,75.96,96,72,2.3,broken clouds
